label	metaGroupId	groupId	goodPeakCount	medMz	medRt	maxQuality	note	compound	compoundId	category	database	expectedRtDiff	ppmDiff	parent	ms2EventCount	fragNumIonsMatched	fragFracMatched	ticMatched	dotProduct	weigtedDotProduct	hyperGeomScore	spearmanRankCorrelation	mzFragError	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T4.mzXML	
	48	15	1	179.0555	5.37635	0.7573662		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.9263501	1000	179.0555	0	0	0	0	0	0	0	0	1000	381729.9	0
	48	15	1	179.0555	5.37635	0.7573662		MYO-INOSITOL	MYO-INOSITOL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.44365	1000	179.0555	0	0	0	0	0	0	0	0	1000	381729.9	0
	48	15	1	179.0555	5.37635	0.7573662		MANNOSE	MANNOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3263497	1000	179.0555	0	0	0	0	0	0	0	0	1000	381729.9	0
	48	15	1	179.0555	5.37635	0.7573662		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.24365	1000	179.0555	0	0	0	0	0	0	0	0	1000	381729.9	0
	49	0	2	173.0085	5.596875	0.829632		DEHYDRO-L-[+]-ASCORBIC ACID DIMER	DEHYDRO-L-[+]-ASCORBIC ACID DIMER	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.876875	1000	173.0085	0	0	0	0	0	0	0	0	1000	148285.3	270656
	49	0	2	173.0085	5.596875	0.829632		DEHYDROASCORBATE	DEHYDROASCORBATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.856875	1000	173.0085	0	0	0	0	0	0	0	0	1000	148285.3	270656
	49	0	2	173.0085	5.596875	0.829632		TRANS-ACONITATE	TRANS-ACONITATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2331247	1000	173.0085	0	0	0	0	0	0	0	0	1000	148285.3	270656
	49	0	2	173.0085	5.596875	0.829632		DEHYDROASCORBATE	DEHYDROASCORBATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.336875	1000	173.0085	0	0	0	0	0	0	0	0	1000	148285.3	270656
	49	0	2	173.0085	5.596875	0.829632		TRANS-ACONITATE	TRANS-ACONITATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.9631248	1000	173.0085	0	0	0	0	0	0	0	0	1000	148285.3	270656
	49	0	2	173.0085	5.596875	0.829632		DEHYDRO-L-[+]-ASCORBIC ACID DIMER	DEHYDRO-L-[+]-ASCORBIC ACID DIMER	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.316875	1000	173.0085	0	0	0	0	0	0	0	0	1000	148285.3	270656
	49	27	2	129.0189	5.601767	0.7155799		2-METHYLMALEATE	2-METHYLMALEATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6117668	1000	129.0189	0	0	0	0	0	0	0	0	1000	45973.11	96599.55
	49	27	2	129.0189	5.601767	0.7155799		ITACONATE	ITACONATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.081767	1000	129.0189	0	0	0	0	0	0	0	0	1000	45973.11	96599.55
	49	29	2	85.02919	5.606625	0.6803833		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2233748	1000	85.02919	0	0	0	0	0	0	0	0	1000	16808.49	29513.83
	49	29	2	85.02919	5.606625	0.6803833		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6266251	1000	85.02919	0	0	0	0	0	0	0	0	1000	16808.49	29513.83
	49	29	2	85.02919	5.606625	0.6803833		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.929625	1000	85.02919	0	0	0	0	0	0	0	0	1000	16808.49	29513.83
	49	29	2	85.02919	5.606625	0.6803833		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.667625	1000	85.02919	0	0	0	0	0	0	0	0	1000	16808.49	29513.83
	50	14	1	174.0402	5.670016	0.8250052		N-ACETYL-L-ASPARTIC ACID	N-ACETYL-L-ASPARTIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.07998371	1000	174.0402	0	0	0	0	0	0	0	0	1000	33897.61	290619.2
	51	5	2	157.0249	5.869308	0.7650799		[S]-DIHYDROOROTATE	[S]-DIHYDROOROTATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1406918	1000	157.0249	0	0	0	0	0	0	0	0	1000	4686.98	7833.28
	52	1	1	227.2029	5.878983	0.8057182		MYRISTIC ACID	MYRISTIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-5.319983	1000	227.2029	0	0	0	0	0	0	0	0	1000	11223.72	37693.7
	53	2	1	150.0416	5.911867	0.8516009		GUANINE	GUANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.02813339	1000	150.0416	0	0	0	0	0	0	0	0	1000	210730.1	0
	54	5	2	343.0627	5.981067	0.8268963		THIAMINE MONOPHOSPHATE	THIAMINE MONOPHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.07106686	1000	343.0627	0	0	0	0	0	0	0	0	1000	48416.73	35321.45
	54	5	2	343.0627	5.981067	0.8268963		THIAMINE MONOPHOSPHATE	THIAMINE MONOPHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.698934	1000	343.0627	0	0	0	0	0	0	0	0	1000	48416.73	35321.45
	55	2	1	227.203	5.985891	0.8077216		MYRISTIC ACID	MYRISTIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-5.426891	1000	227.203	0	0	0	0	0	0	0	0	1000	24553.23	14512.65
	56	0	2	423.0308	6.321325	0.7761298		THIAMINE PYROPHOSPHATE	THIAMINE PYROPHOSPHATE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.478675	1000	423.0308	0	0	0	0	0	0	0	0	1000	21556.08	14780.62
	57	0	1	144.0773	6.37025	0.8314773		4-GUANIDINOBUTANOATE	4-GUANIDINOBUTANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.0002498627	1000	144.0773	0	0	0	0	0	0	0	0	1000	10687.3	8263.29
	58	2	2	337.0532	6.433659	0.8127658		5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5-MONOPHOSPHATE	5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5-MONOPHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.196342	1000	337.0532	0	0	0	0	0	0	0	0	1000	48802.23	52379.61
	59	32	2	164.0711	6.747442	0.8291879		L-PHENYLALANINE	L-PHENYLALANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.09744167	1000	164.0711	0	0	0	0	0	0	0	0	1000	386393.5	468332.5
	60	10	1	283.0693	6.903675	0.6971321		XANTHOSINE	XANTHOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.613675	1000	283.0693	0	0	0	0	0	0	0	0	1000	61517.58	41638.18
	61	6	2	155.0093	6.997983	0.8434007		OROTATE	OROTATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.02798319	1000	155.0093	0	0	0	0	0	0	0	0	1000	202523.2	210130.4
	61	6	2	155.0093	6.997983	0.8434007		OROTIC ACID	OROTIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.02798319	1000	155.0093	0	0	0	0	0	0	0	0	1000	202523.2	210130.4
	61	6	2	155.0093	6.997983	0.8434007		2-4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID	2-4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID	B-3min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.937983	1000	155.0093	0	0	0	0	0	0	0	0	1000	202523.2	210130.4
	61	6	2	155.0093	6.997983	0.8434007		2-4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID	2-4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID	B-3min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.707983	1000	155.0093	0	0	0	0	0	0	0	0	1000	202523.2	210130.4
	62	2	1	288.1223	7.002717	0.7294598		OPHTHALMIC ACID	OPHTHALMIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.447283	1000	288.1223	0	0	0	0	0	0	0	0	1000	166721.6	151669.9
	63	44	2	148.0433	7.125442	0.7015654		L-METHIONINE	L-METHIONINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1154413	1000	148.0433	0	0	0	0	0	0	0	0	1000	232586.1	278462.8
	64	9	2	243.0614	7.309633	0.7590547		URIDINE	URIDINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.679633	1000	243.0614	0	0	0	0	0	0	0	0	1000	298233.1	250737.1
	65	36	1	116.0713	7.399275	0.6142501		L-NORVALINE	L-NORVALINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3092747	1000	116.0713	0	0	0	0	0	0	0	0	1000	53227.47	91082.57
	65	36	1	116.0713	7.399275	0.6142501		L-VALINE	L-VALINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1592751	1000	116.0713	0	0	0	0	0	0	0	0	1000	53227.47	91082.57
	66	12	2	180.066	7.4513	0.7771854		L-TYROSINE	L-TYROSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.02129984	1000	180.066	0	0	0	0	0	0	0	0	1000	372455.9	420915
	67	16	2	187.1082	7.674933	0.82099		NALPHA-ACETYL-L-LYSINE	NALPHA-ACETYL-L-LYSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5750666	1000	187.1082	0	0	0	0	0	0	0	0	1000	4062569	3453784
	68	2	2	193.0724	7.766383	0.8162087		METHYL BETA-D-GALACTOSIDE	METHYL BETA-D-GALACTOSIDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.986383	1000	193.0724	0	0	0	0	0	0	0	0	1000	33888.06	23818.46
	69	17	1	187.1082	7.921508	0.5271264		NALPHA-ACETYL-L-LYSINE	NALPHA-ACETYL-L-LYSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3284917	1000	187.1082	0	0	0	0	0	0	0	0	1000	2235218	2149566
	70	7	1	341.1078	7.974833	0.7919236		D-[+]-TREHALOSE	D-[+]-TREHALOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1551671	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		PALATINOSE	PALATINOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.184833	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		MELIBIOSE	MELIBIOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2251668	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		D-LACTOSE	D-LACTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1148329	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		MALTOSE	MALTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.01516676	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		D-[+]-CELLOBIOSE	D-[+]-CELLOBIOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.01516676	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		D-[+]-CELLOBIOSE	D-[+]-CELLOBIOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3648329	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		SUCROSE	SUCROSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.474833	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		D-LACTOSE	D-LACTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.07516718	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	7	1	341.1078	7.974833	0.7919236		SUCROSE	SUCROSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1448331	1000	341.1078	0	0	0	0	0	0	0	0	1000	104628.4	0
	70	47	1	161.045	8.014883	0.8021404		3-HYDROXY-3-METHYLGLUTARATE	3-HYDROXY-3-METHYLGLUTARATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.124883	1000	161.045	0	0	0	0	0	0	0	0	1000	172918.1	13224.44
	71	31	1	88.0401	8.051191	0.6212512		D-ALANINE	D-ALANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.0411911	1000	88.0401	0	0	0	0	0	0	0	0	1000	142293.3	191423.1
	71	31	1	88.0401	8.051191	0.6212512		L-ALANINE	L-ALANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.0411911	1000	88.0401	0	0	0	0	0	0	0	0	1000	142293.3	191423.1
	71	31	1	88.0401	8.051191	0.6212512		SARCOSINE	SARCOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.00880909	1000	88.0401	0	0	0	0	0	0	0	0	1000	142293.3	191423.1
	71	31	1	88.0401	8.051191	0.6212512		SARCOSINE	SARCOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.4588089	1000	88.0401	0	0	0	0	0	0	0	0	1000	142293.3	191423.1
	71	31	1	88.0401	8.051191	0.6212512		SARCOSINE	SARCOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.771191	1000	88.0401	0	0	0	0	0	0	0	0	1000	142293.3	191423.1
	71	3	2	193.0724	8.056334	0.8194495		METHYL BETA-D-GALACTOSIDE	METHYL BETA-D-GALACTOSIDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-5.276334	1000	193.0724	0	0	0	0	0	0	0	0	1000	48945.2	56409.79
	72	10	2	118.0506	8.071842	0.82323		L-ALLOTHREONINE	L-ALLOTHREONINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.03184223	1000	118.0506	0	0	0	0	0	0	0	0	1000	5043304	28663.65
	72	10	2	118.0506	8.071842	0.82323		HOMOSERINE	HOMOSERINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.02815819	1000	118.0506	0	0	0	0	0	0	0	0	1000	5043304	28663.65
	72	10	2	118.0506	8.071842	0.82323		L-THREONINE	L-THREONINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.06184196	1000	118.0506	0	0	0	0	0	0	0	0	1000	5043304	28663.65
	73	14	2	283.0693	8.0977	0.6189896		XANTHOSINE	XANTHOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.8077	1000	283.0693	0	0	0	0	0	0	0	0	1000	88568.96	103734.1
	74	4	1	104.035	8.217508	0.8301766		L-SERINE	L-SERINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.02750874	1000	104.035	0	0	0	0	0	0	0	0	1000	5747200	7749.225
	75	3	1	131.0457	8.238234	0.8220356		3-UREIDOPROPIONATE	3-UREIDOPROPIONATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.968234	1000	131.0457	0	0	0	0	0	0	0	0	1000	45171.84	2119.596
	75	3	1	131.0457	8.238234	0.8220356		L-ASPARAGINE	L-ASPARAGINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.04823399	1000	131.0457	0	0	0	0	0	0	0	0	1000	45171.84	2119.596
	76	13	1	189.0877	8.305508	0.7464612		LL-2-6-DIAMINOHEPTANEDIOATE	LL-2-6-DIAMINOHEPTANEDIOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3844919	1000	189.0877	0	0	0	0	0	0	0	0	1000	162620	5178.228
	77	41	2	146.0454	8.320559	0.8300124		O-ACETYL-L-SERINE	O-ACETYL-L-SERINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.300559	1000	146.0454	0	0	0	0	0	0	0	0	1000	2.419422e+007	2.741838e+007
	77	41	2	146.0454	8.320559	0.8300124		N-METHYL-D-ASPARTIC ACID	N-METHYL-D-ASPARTIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1094418	1000	146.0454	0	0	0	0	0	0	0	0	1000	2.419422e+007	2.741838e+007
	77	41	2	146.0454	8.320559	0.8300124		N-ACETYL-DL-SERINE	N-ACETYL-DL-SERINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.320559	1000	146.0454	0	0	0	0	0	0	0	0	1000	2.419422e+007	2.741838e+007
	77	41	2	146.0454	8.320559	0.8300124		L-GLUTAMIC ACID	L-GLUTAMIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.0005588531	1000	146.0454	0	0	0	0	0	0	0	0	1000	2.419422e+007	2.741838e+007
	77	8	2	102.0557	8.320559	0.8346886		2-AMINO-2-METHYLPROPANOATE	2-AMINO-2-METHYLPROPANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.190558	1000	102.0557	0	0	0	0	0	0	0	0	1000	1109998	1290613
	77	8	2	102.0557	8.320559	0.8346886		2-AMINO-2-METHYLPROPANOATE	2-AMINO-2-METHYLPROPANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6205587	1000	102.0557	0	0	0	0	0	0	0	0	1000	1109998	1290613
	77	8	2	102.0557	8.320559	0.8346886		gamma-aminobutyrate	gamma-aminobutyrate	potential_ID	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6005588	1000	102.0557	0	0	0	0	0	0	0	0	1000	1109998	1290613
	77	3	2	184.0011	8.325516	0.8308505		O-PHOSPHO-DL-SERINE	O-PHOSPHO-DL-SERINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6444845	1000	184.0011	0	0	0	0	0	0	0	0	1000	324577.5	352802
	77	3	2	184.0011	8.325516	0.8308505		O-PHOSPHO-L-SERINE	O-PHOSPHO-L-SERINE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6344843	1000	184.0011	0	0	0	0	0	0	0	0	1000	324577.5	352802
	77	3	2	184.0011	8.325516	0.8308505		O-PHOSPHO-L-SERINE	O-PHOSPHO-L-SERINE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2755156	1000	184.0011	0	0	0	0	0	0	0	0	1000	324577.5	352802
	78	3	2	145.0614	8.325516	0.8151172		L-GLUTAMINE	L-GLUTAMINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1355162	1000	145.0614	0	0	0	0	0	0	0	0	1000	139513	74435.66
	79	3	1	219.0979	8.345833	0.7946961		2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE	2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3158331	1000	219.0979	0	0	0	0	0	0	0	0	1000	142530.7	1740.611
	80	31	2	132.0298	8.517992	0.7407759		L-ASPARTATE	L-ASPARTATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.002008438	1000	132.0298	0	0	0	0	0	0	0	0	1000	3676993	323254.7
	80	31	2	132.0298	8.517992	0.7407759		D-ASPARTATE	D-ASPARTATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.007991791	1000	132.0298	0	0	0	0	0	0	0	0	1000	3676993	323254.7
	81	33	1	88.04009	8.528324	0.721969		SARCOSINE	SARCOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.4683237	1000	88.04009	0	0	0	0	0	0	0	0	1000	274936.7	17172.83
	81	33	1	88.04009	8.528324	0.721969		SARCOSINE	SARCOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.0183239	1000	88.04009	0	0	0	0	0	0	0	0	1000	274936.7	17172.83
	81	33	1	88.04009	8.528324	0.721969		SARCOSINE	SARCOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.248324	1000	88.04009	0	0	0	0	0	0	0	0	1000	274936.7	17172.83
	81	33	1	88.04009	8.528324	0.721969		L-ALANINE	L-ALANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.5183239	1000	88.04009	0	0	0	0	0	0	0	0	1000	274936.7	17172.83
	81	33	1	88.04009	8.528324	0.721969		D-ALANINE	D-ALANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.5183239	1000	88.04009	0	0	0	0	0	0	0	0	1000	274936.7	17172.83
	82	0	2	154.0617	8.5804	0.8308137		L-HISTIDINE	L-HISTIDINE	0	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.03040028	1000	154.0617	0	0	0	0	0	0	0	0	1000	4134023	4500234
	83	18	1	114.0192	8.590375	0.64662		MALEAMATE	MALEAMATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-7.607375	1000	114.0192	0	0	0	0	0	0	0	0	1000	16901.26	478.7277
	84	1	2	173.1038	8.595734	0.8396176		L-ARGININE	L-ARGININE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.00573349	1000	173.1038	0	0	0	0	0	0	0	0	1000	5217474	5114218
	84	1	2	131.0821	8.595734	0.8413181		L-ORNITHINE	L-ORNITHINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.0442667	1000	131.0821	0	0	0	0	0	0	0	0	1000	452284.2	430709.4
	84	1	2	131.0821	8.595734	0.8413181		D-ORNITHINE	D-ORNITHINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.03426647	1000	131.0821	0	0	0	0	0	0	0	0	1000	452284.2	430709.4
	85	1	2	145.0977	8.631808	0.8531318		L-LYSINE	L-LYSINE	0	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.001808167	1000	145.0977	0	0	0	0	0	0	0	0	1000	1964441	494962.2
	86	10	2	225.0986	8.6421	0.8397524		CARNOSINE	CARNOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.02210045	1000	225.0986	0	0	0	0	0	0	0	0	1000	93758.01	45129.55
