label	metaGroupId	groupId	goodPeakCount	medMz	medRt	maxQuality	note	compound	compoundId	category	database	expectedRtDiff	ppmDiff	parent	ms2EventCount	fragNumIonsMatched	fragFracMatched	ticMatched	dotProduct	weigtedDotProduct	hyperGeomScore	spearmanRankCorrelation	mzFragError	170610_2017_06_09TR_HILICNeg15_Blank6_mid.mzXML	170610_2017_06_09TR_HILICNeg15_Blank7_mid.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL3_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO3_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_KPN3_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN1_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN2_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN3_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN3_T4.mzXML	
	47	5	0	103.0397	0.9683017	0		3-HYDROXYBUTANOIC ACID	3-HYDROXYBUTANOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3003017	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	806.6025	25497.17	28772.13	21950.69	23065.48	27522.67	25784.12	15388.18	18482.25	19349.52	29552.44	21137.14	24761.19	17367.09	19514.14	21918.95	33036.95	26879.4	39880.18	173500.1	203948.4	166208.5	204680.7	191460.8	196886.7
	47	5	0	103.0397	0.9683017	0		ALPHA-HYDROXYISOBUTYRIC ACID	ALPHA-HYDROXYISOBUTYRIC ACID	B-4min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.291698	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	806.6025	25497.17	28772.13	21950.69	23065.48	27522.67	25784.12	15388.18	18482.25	19349.52	29552.44	21137.14	24761.19	17367.09	19514.14	21918.95	33036.95	26879.4	39880.18	173500.1	203948.4	166208.5	204680.7	191460.8	196886.7
	47	5	0	103.0397	0.9683017	0		3-HYDROXYBUTANOIC ACID	3-HYDROXYBUTANOIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.02469826	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	806.6025	25497.17	28772.13	21950.69	23065.48	27522.67	25784.12	15388.18	18482.25	19349.52	29552.44	21137.14	24761.19	17367.09	19514.14	21918.95	33036.95	26879.4	39880.18	173500.1	203948.4	166208.5	204680.7	191460.8	196886.7
	47	5	0	103.0397	0.9683017	0		2-HYDROXYBUTYRIC ACID	2-HYDROXYBUTYRIC ACID	B-3.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.281698	1000	103.0397	0	0	0	0	0	0	0	0	1000	452.2982	806.6025	25497.17	28772.13	21950.69	23065.48	27522.67	25784.12	15388.18	18482.25	19349.52	29552.44	21137.14	24761.19	17367.09	19514.14	21918.95	33036.95	26879.4	39880.18	173500.1	203948.4	166208.5	204680.7	191460.8	196886.7
	48	6	0	137.0239	1.060668	0		4-HYDROXYBENZOATE	4-HYDROXYBENZOATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2893322	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	1668.745	30897.78	37661.06	22770.28	27337.23	30735.19	25909.31	21782.25	33980.99	37368.46	110051.3	25654.59	51716	33646.14	63018.83	29632.31	148525.9	34401.73	182276.2	27259.37	116565.4	31663.12	139427.4	29016.68	129442.6
	48	6	0	137.0239	1.060668	0		3-HYDROXYBENZOATE	3-HYDROXYBENZOATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6293322	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	1668.745	30897.78	37661.06	22770.28	27337.23	30735.19	25909.31	21782.25	33980.99	37368.46	110051.3	25654.59	51716	33646.14	63018.83	29632.31	148525.9	34401.73	182276.2	27259.37	116565.4	31663.12	139427.4	29016.68	129442.6
	48	6	0	137.0239	1.060668	0		SALICYLATE	SALICYLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.399332	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	1668.745	30897.78	37661.06	22770.28	27337.23	30735.19	25909.31	21782.25	33980.99	37368.46	110051.3	25654.59	51716	33646.14	63018.83	29632.31	148525.9	34401.73	182276.2	27259.37	116565.4	31663.12	139427.4	29016.68	129442.6
	48	6	0	137.0239	1.060668	0		4-HYDROXYBENZOATE	4-HYDROXYBENZOATE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.6393322	1000	137.0239	0	0	0	0	0	0	0	0	1000	2641.547	1668.745	30897.78	37661.06	22770.28	27337.23	30735.19	25909.31	21782.25	33980.99	37368.46	110051.3	25654.59	51716	33646.14	63018.83	29632.31	148525.9	34401.73	182276.2	27259.37	116565.4	31663.12	139427.4	29016.68	129442.6
	49	4	0	100.0401	1.100265	0		1-AMINOCYCLOPROPANE-1-CARBOXYLATE	1-AMINOCYCLOPROPANE-1-CARBOXYLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.959736	1000	100.0401	0	0	0	0	0	0	0	0	1000	0	0	2799.687	2031.045	1646.451	3705.501	2976.919	2804.551	1104.463	859.832	1519.803	3540.815	2339.379	3106.745	1599.175	1977.812	3073.688	4180.136	2708.47	2483.079	2345.831	1535.056	2945.602	721.613	1911.907	2368.813
	50	5	0	179.0556	1.166008	0		ALPHA-D-GLUCOSE	ALPHA-D-GLUCOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.453992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-TAGATOSE	D-TAGATOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.153993	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-GALACTOSE	D-GALACTOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.563993	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		ALLOSE	ALLOSE	B1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.633993	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-PSICOSE	D-PSICOSE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.533992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.453992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		ALLOSE	ALLOSE	B1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.643992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-GALACTOSE	D-GALACTOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.513992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-TAGATOSE	D-TAGATOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.463993	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		L-SORBOSE	L-SORBOSE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.333992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		MANNOSE	MANNOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.883993	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-GALACTOSE	D-GALACTOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.723992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		MYO-INOSITOL	MYO-INOSITOL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	5.653993	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.283992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-TAGATOSE	D-TAGATOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.023993	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	50	5	0	179.0556	1.166008	0		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.013992	1000	179.0556	0	0	0	0	0	0	0	0	1000	0	0	11281.17	9037.605	11230.1	11528.64	11259.02	12885.56	5451.515	4452.119	9951.656	14278.34	8951.393	11283.84	6843.623	4726.367	9253.592	7587.581	10357.05	10957.58	7421.161	8977.318	9511.126	11791.7	9207.078	7463.525
	51	5	0	174.0554	1.364343	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1043433	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	0	1154.268	370.6953	691.5565	480.486	880.2331	1014.475	1044.623	358.9123	912.231	1153.566	521.3108	436.0688	477.6158	844.0374	408.1156	413.1251	1088.445	2783.943	969.8452	458.3238	598.5899	917.4697	443.7947	898.0405
	51	5	0	174.0554	1.364343	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6463433	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	0	1154.268	370.6953	691.5565	480.486	880.2331	1014.475	1044.623	358.9123	912.231	1153.566	521.3108	436.0688	477.6158	844.0374	408.1156	413.1251	1088.445	2783.943	969.8452	458.3238	598.5899	917.4697	443.7947	898.0405
	51	5	0	174.0554	1.364343	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3543433	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	0	1154.268	370.6953	691.5565	480.486	880.2331	1014.475	1044.623	358.9123	912.231	1153.566	521.3108	436.0688	477.6158	844.0374	408.1156	413.1251	1088.445	2783.943	969.8452	458.3238	598.5899	917.4697	443.7947	898.0405
	51	5	0	174.0554	1.364343	0		INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3343433	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	0	1154.268	370.6953	691.5565	480.486	880.2331	1014.475	1044.623	358.9123	912.231	1153.566	521.3108	436.0688	477.6158	844.0374	408.1156	413.1251	1088.445	2783.943	969.8452	458.3238	598.5899	917.4697	443.7947	898.0405
	51	5	0	174.0554	1.364343	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6353433	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	0	1154.268	370.6953	691.5565	480.486	880.2331	1014.475	1044.623	358.9123	912.231	1153.566	521.3108	436.0688	477.6158	844.0374	408.1156	413.1251	1088.445	2783.943	969.8452	458.3238	598.5899	917.4697	443.7947	898.0405
	51	5	0	174.0554	1.364343	0		INDOLE-3-ACETATE	INDOLE-3-ACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1643432	1000	174.0554	0	0	0	0	0	0	0	0	1000	0	0	1154.268	370.6953	691.5565	480.486	880.2331	1014.475	1044.623	358.9123	912.231	1153.566	521.3108	436.0688	477.6158	844.0374	408.1156	413.1251	1088.445	2783.943	969.8452	458.3238	598.5899	917.4697	443.7947	898.0405
	52	5	0	147.0658	1.569319	0		MEVALOLACTONE	MEVALOLACTONE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.0906806	1000	147.0658	0	0	0	0	0	0	0	0	1000	0	0	17000.54	14942.18	11542.22	13831	12306.87	13129.73	5999.646	7288.262	12876.53	13513.59	12673.12	11682.83	9647.15	9255.499	13102.15	11439.43	15894.12	15989.37	12139.25	10122.2	10697.67	11209.46	12765.23	9704.185
	53	5	0	172.0974	1.678469	0		N-ACETYL-L-LEUCINE	N-ACETYL-L-LEUCINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.0784694	1000	172.0974	0	0	0	0	0	0	0	0	1000	0	377.0399	39720.66	40890.04	39536.7	41912.09	40601.78	40400.13	31976.81	43861.8	49503.98	128491.5	51799.86	142661.3	101453.3	176192.1	70513.16	172805.3	75339.72	286976.1	36102.69	42285.41	36205.27	38004.63	34347.8	40635.5
	54	6	0	144.0661	1.711817	0		4-ACETAMIDOBUTANOATE	4-ACETAMIDOBUTANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.06818342	1000	144.0661	0	0	0	0	0	0	0	0	1000	759.3335	1175.475	133094.6	135257.1	126374.3	126191.4	132417.5	135173.9	51021.12	58222.11	116682.6	114882.3	118696.9	126701.7	74545.45	76233.66	114378.4	120671	112046.7	148143.6	107054	119955.7	87726.98	126431.2	115501.4	113268.4
	55	3	0	243.0801	1.806224	0		BIOTIN	BIOTIN	0	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.773775	1000	243.0801	0	0	0	0	0	0	0	0	1000	0	0	3770.068	3490.311	3509.218	3498.769	1995.435	3252.135	1000.486	1068.292	2202.736	2902.643	2077.958	2405.791	1513.371	1196.271	3825.113	3425.982	2475.082	5009.056	2324.841	3208.559	2542.757	1473.12	1929.198	2049.657
	56	9	0	116.0349	1.911647	0		N-ACETYLGLYCINE	N-ACETYLGLYCINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.738353	1000	116.0349	0	0	0	0	0	0	0	0	1000	9965.996	10108.45	220297.2	229238	217458.8	230033	237272.8	227319.4	123797.8	127940.4	191051.3	209528.2	190505.1	216830.4	138083.1	148983.8	202170.7	206339.4	198280.4	242451	179985	193993.4	181844.7	185986.1	187363.1	179329.4
	57	5	0	131.0345	1.967741	0		ETHYLMALONIC ACID	ETHYLMALONIC ACID	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.732259	1000	131.0345	0	0	0	0	0	0	0	0	1000	1851.909	2749.266	161202.8	172589	176929.9	181232.5	168129.8	179059.1	85750.18	108855.8	141663.8	227010	152106.5	207711.5	108182.2	133656.3	163453.6	211242.1	160231.2	229009.4	144899.8	138325.9	146012.7	145274.7	145135.5	145719.6
	57	5	0	131.0345	1.967741	0		GLUTARATE	GLUTARATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2977406	1000	131.0345	0	0	0	0	0	0	0	0	1000	1851.909	2749.266	161202.8	172589	176929.9	181232.5	168129.8	179059.1	85750.18	108855.8	141663.8	227010	152106.5	207711.5	108182.2	133656.3	163453.6	211242.1	160231.2	229009.4	144899.8	138325.9	146012.7	145274.7	145135.5	145719.6
	58	7	0	100.0401	1.988124	0		1-AMINOCYCLOPROPANE-1-CARBOXYLATE	1-AMINOCYCLOPROPANE-1-CARBOXYLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.071877	1000	100.0401	0	0	0	0	0	0	0	0	1000	0	0	12440.12	11348.69	9008.835	10719.44	11490.5	11143.69	6646.672	5782.418	10465.25	6126.459	9493.005	4652.254	6529.406	4892.058	8470.509	6204.479	10961.1	10390.57	9208.363	9930.35	8193.461	11981.01	9454.923	11357.48
	59	8	0	73.02924	2.118522	0		PROPANOATE	PROPANOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5814776	1000	73.02924	0	0	0	0	0	0	0	0	1000	3677.935	5238.354	90642.81	95385.85	103377.1	103071.3	114204.7	113114.7	1312864	4418926	1164326	1.199228e+07	1253004	1.250862e+07	746803.8	1769355	451794.3	1.19022e+07	195198.3	9259799	162083.2	175665.5	175666.8	165203.5	168602.8	180545.4
	60	12	0	178.0504	2.164985	0		HIPPURATE	HIPPURATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2150154	1000	178.0504	0	0	0	0	0	0	0	0	1000	317.4701	339.0233	236490.3	241299.9	228894.1	235708.8	243674.8	249554.8	86142.62	54440.83	164793.4	39402.79	157461.6	55164.89	125462.6	86840.1	216707.8	50504.64	227744.2	64972.26	206624.5	187640.4	202072.6	198231.2	195219.2	212373.8
	61	11	0	169.0501	2.258911	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.451089	1000	169.0501	0	0	0	0	0	0	0	0	1000	326.5584	654.1605	4572.941	4349.444	3787.266	3142.709	3982.568	3605.764	1998.099	1048.137	4581.297	935.0303	4551.14	361.3921	2926.118	1192.813	4008.688	1129.577	2852.62	849.4846	3775.991	2750.427	4450.757	4193.715	3316.261	2414.489
	61	11	0	169.0501	2.258911	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.651089	1000	169.0501	0	0	0	0	0	0	0	0	1000	326.5584	654.1605	4572.941	4349.444	3787.266	3142.709	3982.568	3605.764	1998.099	1048.137	4581.297	935.0303	4551.14	361.3921	2926.118	1192.813	4008.688	1129.577	2852.62	849.4846	3775.991	2750.427	4450.757	4193.715	3316.261	2414.489
	62	6	0	226.0844	2.330225	0		DEOXYCYTIDINE	DEOXYCYTIDINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.389775	1000	226.0844	0	0	0	0	0	0	0	0	1000	0	0	10227.81	10611.6	4179.243	14077.25	9911.413	4034.465	8328.737	3294.703	4252.649	3575.67	11247.94	9527.445	6241.254	5939.24	10468.09	2020.939	9437.122	3800.8	10044.08	4553.668	9834.162	4707.603	4296.056	3396.826
	63	1	0	563.0704	2.332332	0		THYMIDINE-5-DIPHOSPHO-ALPHA-D-GLUCOSE	THYMIDINE-5-DIPHOSPHO-ALPHA-D-GLUCOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.617668	1000	563.0704	0	0	0	0	0	0	0	0	1000	0	0	4538.713	4493.156	4987.905	6139.421	5073.885	5450.695	954.1252	1055.763	3319.656	1380.047	4738.37	1371.469	3379.038	1372.565	5944.018	0	6187.922	1341.054	4018.198	6238.79	5768.616	5385.011	3809.702	4103.587
	64	9	0	363.0356	2.373669	0		XANTHOSINE 5-MONOPHOSPHATE	XANTHOSINE 5-MONOPHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.216331	1000	363.0356	0	0	0	0	0	0	0	0	1000	0	0	8237.552	6738.393	6763.148	8085.917	8279.469	7519.232	3095.203	4314.978	6720.732	3769.527	7241.574	3220.021	4934.889	6427.59	7862.368	2660.688	7106.598	4584.383	7802.217	6841.245	8162.695	5295.381	6926.02	6702.199
	65	9	0	206.0816	2.554201	0		N-ACETYL-L-PHENYLALANINE	N-ACETYL-L-PHENYLALANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1042008	1000	206.0816	0	0	0	0	0	0	0	0	1000	0	0	8950.923	7528.573	8181.384	7859.175	8996.204	10003.26	5454.048	4898.144	7202.352	7742.156	8652.892	9722.57	6658.88	8029.854	7639.253	10650.67	6186.869	9907.255	6539.001	8018.562	5120.4	10459.34	7171.732	7123.857
	66	4	0	190.0538	2.690071	0		N-ACETYL-DL-METHIONINE	N-ACETYL-DL-METHIONINE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1300714	1000	190.0538	0	0	0	0	0	0	0	0	1000	0	0	8215.636	9929.515	8078.576	6649.616	7809.979	9190.206	65121.09	163584.5	30217.84	168412.1	34899.75	187362.9	56732.74	141884.4	54378.04	159117.1	51692.06	127060.7	7907.429	14855.92	8125.874	14489.48	10017.71	17487.35
	67	1	0	275.0175	2.708577	0		6-PHOSPHOGLUCONIC ACID	6-PHOSPHOGLUCONIC ACID	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	7.591424	1000	275.0175	0	0	0	0	0	0	0	0	1000	0	0	0	300.9722	0	0	0	0	346.6889	969.6371	0	7156.973	319.472	6271.393	296.861	791.9094	405.317	7374.884	343.2634	5478.949	289.4389	0	0	0	0	0
	68	14	0	176.0381	2.982492	0		FORMYL-L-METHIONYL PEPTIDE	FORMYL-L-METHIONYL PEPTIDE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.03249192	1000	176.0381	0	0	0	0	0	0	0	0	1000	373.051	422.8388	16950.67	17246.95	16211.81	14908.21	17904.29	18973.54	12357.28	32173.56	20942.88	38054.96	20359.96	40437.03	14245	29447.42	20644.68	37796.55	19006.55	29857.69	16047.22	15936.43	14422.28	20734.44	13432.92	20881.92
	69	17	0	182.0452	3.251036	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	5.548964	1000	182.0452	0	0	0	0	0	0	0	0	1000	0	0	2077.316	4205.418	2285.73	3988.781	3120.218	4027.609	713.6707	2254.536	2880.634	3104.298	2157.847	3861.381	2280.216	1665.267	3764.149	2116.372	2376.603	4753.649	3409.152	5101.488	2068.647	4348.894	2746.973	3336.874
	69	17	0	182.0452	3.251036	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.428964	1000	182.0452	0	0	0	0	0	0	0	0	1000	0	0	2077.316	4205.418	2285.73	3988.781	3120.218	4027.609	713.6707	2254.536	2880.634	3104.298	2157.847	3861.381	2280.216	1665.267	3764.149	2116.372	2376.603	4753.649	3409.152	5101.488	2068.647	4348.894	2746.973	3336.874
	69	17	0	182.0452	3.251036	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.968963	1000	182.0452	0	0	0	0	0	0	0	0	1000	0	0	2077.316	4205.418	2285.73	3988.781	3120.218	4027.609	713.6707	2254.536	2880.634	3104.298	2157.847	3861.381	2280.216	1665.267	3764.149	2116.372	2376.603	4753.649	3409.152	5101.488	2068.647	4348.894	2746.973	3336.874
	70	15	0	125.0352	3.275846	0		4-IMIDAZOLEACETIC ACID	4-IMIDAZOLEACETIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.654154	1000	125.0352	0	0	0	0	0	0	0	0	1000	0	390.1925	10672.23	8443.109	7785.56	7668.979	9723.305	7198.242	6856.97	4412.738	8088.406	9103.176	8749.325	10301.47	4861.147	5860.101	8488.371	7687.031	7016.894	9643.362	6415.927	7564.547	8094.655	9376.426	6258.117	6142.825
