label	metaGroupId	groupId	goodPeakCount	medMz	medRt	maxQuality	note	compound	compoundId	category	database	expectedRtDiff	ppmDiff	parent	ms2EventCount	fragNumIonsMatched	fragFracMatched	ticMatched	dotProduct	weigtedDotProduct	hyperGeomScore	spearmanRankCorrelation	mzFragError	170610_2017_06_09TR_HILICNeg15_Blank6_mid.mzXML	170610_2017_06_09TR_HILICNeg15_MH_CTRL1_T4.mzXML	170610_2017_06_09TR_HILICNeg15_MH_ECO2_T0.mzXML	170610_2017_06_09TR_HILICNeg15_MH_SPN3_T4.mzXML	
	32	12	0	169.0503	2.299379	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.410621	1000	169.0503	0	0	0	0	0	0	0	0	1000	326.5584	4349.444	4581.297	2414.489
	32	12	0	169.0503	2.299379	0		3-4-DIHYDROXYPHENYL GLYCOL	3-4-DIHYDROXYPHENYL GLYCOL	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.610621	1000	169.0503	0	0	0	0	0	0	0	0	1000	326.5584	4349.444	4581.297	2414.489
	33	3	0	226.0844	2.349989	0		DEOXYCYTIDINE	DEOXYCYTIDINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.370011	1000	226.0844	0	0	0	0	0	0	0	0	1000	0	10611.6	4252.649	3396.826
	34	1	0	563.0705	2.354006	0		THYMIDINE-5-DIPHOSPHO-ALPHA-D-GLUCOSE	THYMIDINE-5-DIPHOSPHO-ALPHA-D-GLUCOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	6.595994	1000	563.0705	0	0	0	0	0	0	0	0	1000	0	4493.156	3319.656	4103.587
	35	1	0	206.0816	2.556833	0		N-ACETYL-L-PHENYLALANINE	N-ACETYL-L-PHENYLALANINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1068332	1000	206.0816	0	0	0	0	0	0	0	0	1000	0	7528.573	7202.352	7123.857
	36	1	0	190.0538	2.706461	0		N-ACETYL-DL-METHIONINE	N-ACETYL-DL-METHIONINE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.146461	1000	190.0538	0	0	0	0	0	0	0	0	1000	0	9929.515	30217.84	17487.35
	37	7	0	182.0452	3.247844	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	5.552155	1000	182.0452	0	0	0	0	0	0	0	0	1000	0	4205.418	2880.634	3336.874
	37	7	0	182.0452	3.247844	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.432156	1000	182.0452	0	0	0	0	0	0	0	0	1000	0	4205.418	2880.634	3336.874
	37	7	0	182.0452	3.247844	0		4-PYRIDOXATE	4-PYRIDOXATE	B-5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.972155	1000	182.0452	0	0	0	0	0	0	0	0	1000	0	4205.418	2880.634	3336.874
	38	18	0	114.0193	3.460711	0		MALEAMATE	MALEAMATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.477711	1000	114.0193	0	0	0	0	0	0	0	0	1000	0	14190.5	14215.31	15227.14
	39	17	0	110.0243	3.488708	0		PYRROLE-2-CARBOXYLATE	PYRROLE-2-CARBOXYLATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.527709	1000	110.0243	0	0	0	0	0	0	0	0	1000	667.9337	757.2692	850.3796	6025.437
	40	4	0	157.0249	3.646205	0		[S]-DIHYDROOROTATE	[S]-DIHYDROOROTATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.363795	1000	157.0249	0	0	0	0	0	0	0	0	1000	0	4780.769	2523.73	3603.433
	41	21	0	102.0193	3.728979	0		N-FORMYLGLYCINE	N-FORMYLGLYCINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.0289793	1000	102.0193	0	0	0	0	0	0	0	0	1000	967.564	22271.35	21742.09	18684.95
	42	12	0	241.0823	3.830633	0		THYMIDINE	THYMIDINE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.240633	1000	241.0823	0	0	0	0	0	0	0	0	1000	0	8481.282	7436.618	5924.877
	43	2	0	427.007	3.837267	0		INOSINE 5-DIPHOSPHATE	INOSINE 5-DIPHOSPHATE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	7.362733	1000	427.007	0	0	0	0	0	0	0	0	1000	0	6794.702	4998.146	7836.49
	44	3	0	145.0614	4.071228	0		L-GLUTAMINE	L-GLUTAMINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.118772	1000	145.0614	0	0	0	0	0	0	0	0	1000	0	1701.48	4093.589	1230.339
	45	0	0	333.0486	4.097827	0		NICOTINAMIDE MONONUCLEOTIDE	NICOTINAMIDE MONONUCLEOTIDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.352172	1000	333.0486	0	0	0	0	0	0	0	0	1000	0	16863.27	13277.25	11034.98
	46	7	0	207.0768	4.130972	0		KYNURENINE	KYNURENINE	0	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.629028	1000	207.0768	0	0	0	0	0	0	0	0	1000	0	45261.53	47720.32	38771.45
	46	7	0	207.0768	4.130972	0		L-KYNURENINE	L-KYNURENINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.629028	1000	207.0768	0	0	0	0	0	0	0	0	1000	0	45261.53	47720.32	38771.45
	47	12	0	115.0033	4.346217	0		MALEIC ACID	MALEIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.7537832	1000	115.0033	0	0	0	0	0	0	0	0	1000	3464.185	340558.9	382494.9	91231.57
	47	12	0	115.0033	4.346217	0		FUMARATE	FUMARATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3037834	1000	115.0033	0	0	0	0	0	0	0	0	1000	3464.185	340558.9	382494.9	91231.57
	48	8	0	160.061	4.469278	0		ALPHA-AMINOADIPATE	ALPHA-AMINOADIPATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.710722	1000	160.061	0	0	0	0	0	0	0	0	1000	0	82160.43	80835.84	96378
	48	8	0	160.061	4.469278	0		N-METHYL-L-GLUTAMATE	N-METHYL-L-GLUTAMATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	3.730722	1000	160.061	0	0	0	0	0	0	0	0	1000	0	82160.43	80835.84	96378
	49	23	0	135.0308	4.478875	0		HYPOXANTHINE	HYPOXANTHINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.04887533	1000	135.0308	0	0	0	0	0	0	0	0	1000	2034.846	19824.13	2047652	3756092
	50	4	0	189.0889	4.525208	0		LL-2-6-DIAMINOHEPTANEDIOATE	LL-2-6-DIAMINOHEPTANEDIOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.164792	1000	189.0889	0	0	0	0	0	0	0	0	1000	6669.848	15410.74	12120.69	12304.93
	51	11	0	173.0562	4.596294	0		N-ALPHA-ACETYL-L-ASPARAGINE	N-ALPHA-ACETYL-L-ASPARAGINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.023705	1000	173.0562	0	0	0	0	0	0	0	0	1000	0	66752.85	44056.92	62222.07
	52	15	0	96.00878	4.607846	0		MALEIMIDE	MALEIMIDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1821537	1000	96.00878	0	0	0	0	0	0	0	0	1000	4554.291	8078.65	4266.437	19609.19
	53	1	0	266.0887	4.643844	0		ADENOSINE	ADENOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.4238443	1000	266.0887	0	0	0	0	0	0	0	0	1000	0	10373.01	16050.74	5283.112
	53	1	0	266.0887	4.643844	0		2-DEOXYGUANOSINE	2-DEOXYGUANOSINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.316156	1000	266.0887	0	0	0	0	0	0	0	0	1000	0	10373.01	16050.74	5283.112
	54	5	0	189.0888	4.644517	0		LL-2-6-DIAMINOHEPTANEDIOATE	LL-2-6-DIAMINOHEPTANEDIOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.045483	1000	189.0888	0	0	0	0	0	0	0	0	1000	5421.33	27557.51	27133.31	22883.45
	55	2	0	308.0978	4.662872	0		N-ACETYLNEURAMINATE	N-ACETYLNEURAMINATE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	4.137128	1000	308.0978	0	0	0	0	0	0	0	0	1000	0	110408.5	84608.43	44547.23
	56	1	0	157.0361	4.704078	0		ALLANTOIN	ALLANTOIN	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2059216	1000	157.0361	0	0	0	0	0	0	0	0	1000	0	35453.96	25304.37	47216.64
	55	33	0	128.0349	4.738433	0		5-OXO-L-PROLINE	5-OXO-L-PROLINE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2184329	1000	128.0349	0	0	0	0	0	0	0	0	1000	25496.4	2.101256e+08	1.75889e+08	1.915721e+08
	55	33	0	128.0349	4.738433	0		5-OXO-D-PROLINE	5-OXO-D-PROLINE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2284327	1000	128.0349	0	0	0	0	0	0	0	0	1000	25496.4	2.101256e+08	1.75889e+08	1.915721e+08
	57	16	0	96.00879	4.76475	0		MALEIMIDE	MALEIMIDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.02524996	1000	96.00879	0	0	0	0	0	0	0	0	1000	4727.451	18480.05	9084.147	10551.03
	58	26	0	134.0468	4.782659	0		ADENINE	ADENINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.007341385	1000	134.0468	0	0	0	0	0	0	0	0	1000	12169.23	1.499966e+07	1.206532e+07	1.540626e+07
	58	26	0	134.0468	4.782659	0		ADENINE	ADENINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1926584	1000	134.0468	0	0	0	0	0	0	0	0	1000	12169.23	1.499966e+07	1.206532e+07	1.540626e+07
	58	26	0	134.0468	4.782659	0		ADENINE	ADENINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.2026587	1000	134.0468	0	0	0	0	0	0	0	0	1000	12169.23	1.499966e+07	1.206532e+07	1.540626e+07
	59	23	0	129.0189	4.87455	0		2-METHYLMALEATE	2-METHYLMALEATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1154494	1000	129.0189	0	0	0	0	0	0	0	0	1000	10696.95	56643.26	37885.78	41902.96
	59	23	0	129.0189	4.87455	0		ITACONATE	ITACONATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.35455	1000	129.0189	0	0	0	0	0	0	0	0	1000	10696.95	56643.26	37885.78	41902.96
	60	30	0	85.02921	4.952122	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.013122	1000	85.02921	0	0	0	0	0	0	0	0	1000	0	3692.67	2717.562	10983.24
	60	30	0	85.02921	4.952122	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.275122	1000	85.02921	0	0	0	0	0	0	0	0	1000	0	3692.67	2717.562	10983.24
	60	30	0	85.02921	4.952122	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.02787781	1000	85.02921	0	0	0	0	0	0	0	0	1000	0	3692.67	2717.562	10983.24
	60	30	0	85.02921	4.952122	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.8778777	1000	85.02921	0	0	0	0	0	0	0	0	1000	0	3692.67	2717.562	10983.24
	61	11	0	149.045	4.958567	0		ARABINOSE	ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.738567	1000	149.045	0	0	0	0	0	0	0	0	1000	0	3454.356	3756.297	10882.08
	61	11	0	149.045	4.958567	0		D-LYXOSE	D-LYXOSE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.548567	1000	149.045	0	0	0	0	0	0	0	0	1000	0	3454.356	3756.297	10882.08
	61	11	0	149.045	4.958567	0		D-RIBOSE	D-RIBOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.668567	1000	149.045	0	0	0	0	0	0	0	0	1000	0	3454.356	3756.297	10882.08
	61	11	0	149.045	4.958567	0		ARABINOSE	ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.068567	1000	149.045	0	0	0	0	0	0	0	0	1000	0	3454.356	3756.297	10882.08
	61	11	0	149.045	4.958567	0		D-[-]-ARABINOSE	D-[-]-ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.058567	1000	149.045	0	0	0	0	0	0	0	0	1000	0	3454.356	3756.297	10882.08
	61	11	0	149.045	4.958567	0		D-[-]-ARABINOSE	D-[-]-ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.768567	1000	149.045	0	0	0	0	0	0	0	0	1000	0	3454.356	3756.297	10882.08
	61	11	0	149.045	4.958567	0		D-XYLOSE	D-XYLOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.528567	1000	149.045	0	0	0	0	0	0	0	0	1000	0	3454.356	3756.297	10882.08
	62	4	0	167.0205	4.976467	0		URATE	URATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.8535333	1000	167.0205	0	0	0	0	0	0	0	0	1000	11196.13	29376.11	16218.98	23295.24
	63	14	0	115.0033	4.986291	0		FUMARATE	FUMARATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.3362913	1000	115.0033	0	0	0	0	0	0	0	0	1000	84281.51	502433.9	325638	433390.2
	63	14	0	115.0033	4.986291	0		MALEIC ACID	MALEIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1137085	1000	115.0033	0	0	0	0	0	0	0	0	1000	84281.51	502433.9	325638	433390.2
	64	28	0	71.01359	4.991287	0		PROPENOATE	PROPENOATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.412287	1000	71.01359	0	0	0	0	0	0	0	0	1000	11980.36	57703.16	47610.18	72928.02
	65	10	0	188.0559	5.046039	0		N-ACETYL-DL-GLUTAMIC ACID	N-ACETYL-DL-GLUTAMIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.08396101	1000	188.0559	0	0	0	0	0	0	0	0	1000	0	59774.79	46690.49	43282.15
	66	2	0	212.0018	5.046516	0		INDOXYL SULFATE	INDOXYL SULFATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2334838	1000	212.0018	0	0	0	0	0	0	0	0	1000	0	0	0	4486.218
	67	9	0	223.0718	5.126923	0		3-HYDROXYKYNURENINE	3-HYDROXYKYNURENINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.093077	1000	223.0718	0	0	0	0	0	0	0	0	1000	0	19821.5	29037	22841.41
	68	20	0	174.0402	5.217778	0		N-ACETYL-L-ASPARTIC ACID	N-ACETYL-L-ASPARTIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.5322223	1000	174.0402	0	0	0	0	0	0	0	0	1000	0	92502.77	79228.41	75109.43
	69	6	0	242.0775	5.321667	0		CYTIDINE	CYTIDINE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.7083335	1000	242.0775	0	0	0	0	0	0	0	0	1000	0	37646.06	38123.25	29681.7
	70	25	0	179.0555	5.351754	0		ALLOSE	ALLOSE	B1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.541754	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.9017544	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-TAGATOSE	D-TAGATOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1617541	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.1717544	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-GALACTOSE	D-GALACTOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.4617543	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		MYO-INOSITOL	MYO-INOSITOL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	1.468246	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-TAGATOSE	D-TAGATOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2782459	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		L-SORBOSE	L-SORBOSE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.8517542	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		ALLOSE	ALLOSE	B1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.551754	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-PSICOSE	D-PSICOSE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.651754	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-GALACTOSE	D-GALACTOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.3282456	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-GALACTOSE	D-GALACTOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.378246	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-FRUCTOSE	D-FRUCTOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2682457	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		D-TAGATOSE	D-TAGATOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.031754	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		ALPHA-D-GLUCOSE	ALPHA-D-GLUCOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2682457	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	25	0	179.0555	5.351754	0		MANNOSE	MANNOSE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.301754	1000	179.0555	0	0	0	0	0	0	0	0	1000	870.4432	481617.9	381729.9	1216705
	70	29	0	101.024	5.386058	0		ACETOACETATE	ACETOACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.706059	1000	101.024	0	0	0	0	0	0	0	0	1000	3142.042	47496.17	40583.75	110944.5
	70	29	0	101.024	5.386058	0		SUCCINATE SEMIALDEHYDE	SUCCINATE SEMIALDEHYDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.470058	1000	101.024	0	0	0	0	0	0	0	0	1000	3142.042	47496.17	40583.75	110944.5
	70	29	0	101.024	5.386058	0		SUCCINATE SEMIALDEHYDE	SUCCINATE SEMIALDEHYDE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.693058	1000	101.024	0	0	0	0	0	0	0	0	1000	3142.042	47496.17	40583.75	110944.5
	70	29	0	101.024	5.386058	0		ACETOACETATE	ACETOACETATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.445058	1000	101.024	0	0	0	0	0	0	0	0	1000	3142.042	47496.17	40583.75	110944.5
	71	13	0	149.045	5.405794	0		ARABINOSE	ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.515794	1000	149.045	0	0	0	0	0	0	0	0	1000	0	6195.98	1284.334	19510.34
	71	13	0	149.045	5.405794	0		ARABINOSE	ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.185794	1000	149.045	0	0	0	0	0	0	0	0	1000	0	6195.98	1284.334	19510.34
	71	13	0	149.045	5.405794	0		D-XYLOSE	D-XYLOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.975794	1000	149.045	0	0	0	0	0	0	0	0	1000	0	6195.98	1284.334	19510.34
	71	13	0	149.045	5.405794	0		D-[-]-ARABINOSE	D-[-]-ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.215794	1000	149.045	0	0	0	0	0	0	0	0	1000	0	6195.98	1284.334	19510.34
	71	13	0	149.045	5.405794	0		D-LYXOSE	D-LYXOSE	B-1min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.995794	1000	149.045	0	0	0	0	0	0	0	0	1000	0	6195.98	1284.334	19510.34
	71	13	0	149.045	5.405794	0		D-RIBOSE	D-RIBOSE	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.115794	1000	149.045	0	0	0	0	0	0	0	0	1000	0	6195.98	1284.334	19510.34
	71	13	0	149.045	5.405794	0		D-[-]-ARABINOSE	D-[-]-ARABINOSE	B-1.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.505794	1000	149.045	0	0	0	0	0	0	0	0	1000	0	6195.98	1284.334	19510.34
	72	6	0	145.0137	5.410279	0		ALPHA-KETOGLUTARIC ACID	ALPHA-KETOGLUTARIC ACID	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.239721	1000	145.0137	0	0	0	0	0	0	0	0	1000	3449.042	11791.23	4264.846	7782.535
	73	27	0	218.0663	5.457333	0		O-SUCCINYL-L-HOMOSERINE	O-SUCCINYL-L-HOMOSERINE	0	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.532667	1000	218.0663	0	0	0	0	0	0	0	0	1000	0	6049.096	12473.9	9425.672
	74	1	0	173.0085	5.606495	0		DEHYDRO-L-[+]-ASCORBIC ACID DIMER	DEHYDRO-L-[+]-ASCORBIC ACID DIMER	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.886495	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	75027.8	148285.3	560338.2
	74	1	0	173.0085	5.606495	0		TRANS-ACONITATE	TRANS-ACONITATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.223505	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	75027.8	148285.3	560338.2
	74	1	0	173.0085	5.606495	0		DEHYDRO-L-[+]-ASCORBIC ACID DIMER	DEHYDRO-L-[+]-ASCORBIC ACID DIMER	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.326495	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	75027.8	148285.3	560338.2
	74	1	0	173.0085	5.606495	0		DEHYDROASCORBATE	DEHYDROASCORBATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.346495	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	75027.8	148285.3	560338.2
	74	1	0	173.0085	5.606495	0		TRANS-ACONITATE	TRANS-ACONITATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.953505	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	75027.8	148285.3	560338.2
	74	1	0	173.0085	5.606495	0		DEHYDROASCORBATE	DEHYDROASCORBATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-3.866495	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	75027.8	148285.3	560338.2
	74	33	0	85.0293	5.609938	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.670938	1000	85.0293	0	0	0	0	0	0	0	0	1000	778.0464	3912.339	16808.49	53836.43
	74	33	0	85.0293	5.609938	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-4.932938	1000	85.0293	0	0	0	0	0	0	0	0	1000	778.0464	3912.339	16808.49	53836.43
	74	33	0	85.0293	5.609938	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6299376	1000	85.0293	0	0	0	0	0	0	0	0	1000	778.0464	3912.339	16808.49	53836.43
	74	33	0	85.0293	5.609938	0		DIACETYL	DIACETYL	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.2200623	1000	85.0293	0	0	0	0	0	0	0	0	1000	778.0464	3912.339	16808.49	53836.43
	74	26	0	129.0189	5.6296	0		2-METHYLMALEATE	2-METHYLMALEATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-0.6396003	1000	129.0189	0	0	0	0	0	0	0	0	1000	1434.956	25664.9	45973.11	172946.9
	74	26	0	129.0189	5.6296	0		ITACONATE	ITACONATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	-2.1096	1000	129.0189	0	0	0	0	0	0	0	0	1000	1434.956	25664.9	45973.11	172946.9
	75	2	0	288.1192	5.661661	0		OPHTHALMIC ACID	OPHTHALMIC ACID	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.788339	1000	288.1192	0	0	0	0	0	0	0	0	1000	0	4165.541	1330.227	1112.148
	76	7	0	167.0206	5.706183	0		URATE	URATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.1238165	1000	167.0206	0	0	0	0	0	0	0	0	1000	0	0	0	3836876
	77	0	0	337.0567	5.716606	0		5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5-MONOPHOSPHATE	5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5-MONOPHOSPHATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	2.913394	1000	337.0567	0	0	0	0	0	0	0	0	1000	0	9004.405	6168.433	9130.94
	78	2	0	173.0085	5.797595	0		DEHYDROASCORBATE	DEHYDROASCORBATE	B-2.5min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.537594	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	21107.1	6321.241	12964.22
	78	2	0	173.0085	5.797595	0		DEHYDRO-L-[+]-ASCORBIC ACID DIMER	DEHYDRO-L-[+]-ASCORBIC ACID DIMER	B-2min	2017_05_10RG_HILIC15-Neg_MSMLS-List	-1.517594	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	21107.1	6321.241	12964.22
	78	2	0	173.0085	5.797595	0		TRANS-ACONITATE	TRANS-ACONITATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.03240538	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	21107.1	6321.241	12964.22
	78	2	0	173.0085	5.797595	0		TRANS-ACONITATE	TRANS-ACONITATE	T	2017_05_10RG_HILIC15-Neg_MSMLS-List	0.7624054	1000	173.0085	0	0	0	0	0	0	0	0	1000	0	21107.1	6321.241	12964.22
